23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,27,26,26,26,26,26,26,26,23,26,26,26,26,26,26,26,27,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,24,24,26,24,24,24,26,24,26,24,24,24,26,24,24,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,24,24,26,23,26,24,24,23,24,24,26,23,26,24,24,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,26,26,26,23,26,26,26,23,26,26,26,23,26,26,26,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,26,23,24,24,26,24,26,24,24,23,26,23,23,23,23,23,23,23,23,23,23,23,23,23,23
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,24,0,0,0,3,0,0,0,24,26,24,24,24,24,24,24,24,24,24,24,24,24,24,24
0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,26,0,23,24,25,24,23,0,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,26,23,0,23,0,0,0,23,0,23,26,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,24,24,24,24,24,24,24,23,24,24,24,26,23,0,23,5,9,7,23,0,23,26,24,24,24,23,24,24,24,24,24,24,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,26,26,26,24,0,24,24,24,24,24,0,24,26,26,26,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,23,23,26,26,0,0,0,1,0,0,0,26,26,23,23,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,24,24,26,23,26,24,24,23,24,24,26,23,26,24,24,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,26,26,26,23,26,26,26,23,26,26,26,23,26,26,26,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,26,24,24,24,24,24,24,26,24,26,24,24,24,24,24,24,26,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
